ID;rodada;data;hora;dia;mandante;visitante;formacao_mandante;formacao_visitante;tecnico_mandante;tecnico_visitante;vencedor;arena;mandante_placar;visitante_placar;mandante_estado;visitante_estado;estado_vencedor
2166;21;26/08/2007;18:10;Domingo;Flamengo;Goias;;;;;Flamengo;maracana;3;1;RJ;GO;RJ
2167;22;29/08/2007;19:30;Quarta-feira;Parana;Cruzeiro;;;;;-;durival de brito;2;2;PR;MG;-
2168;22;29/08/2007;19:30;Quarta-feira;Juventude;Goias;;;;;Juventude;alfredo jaconi;2;0;RS;GO;RS
2169;22;29/08/2007;20:30;Quarta-feira;Botafogo-RJ;Flamengo;;;;;-;maracana;1;1;RJ;RJ;-
2170;22;29/08/2007;20:30;Quarta-feira;Figueirense;America-RN;;;;;Figueirense;orlando scarpelli;3;1;SC;RN;SC
2171;22;29/08/2007;21:30;Quarta-feira;Palmeiras;Sao Paulo;;;;;Sao Paulo;parque antartica;0;1;SP;SP;SP
2172;22;29/08/2007;21:45;Quarta-feira;Atletico-MG;Corinthians;;;;;Atletico-MG;mineirao;5;2;MG;SP;MG
2173;22;29/08/2007;21:45;Quarta-feira;Sport;Gremio;;;;;Sport;ilha do retiro;2;0;PE;RS;PE
2174;22;29/08/2007;21:45;Quarta-feira;Internacional;Fluminense;;;;;Fluminense;beira rio;1;4;RS;RJ;RJ
2175;22;30/08/2007;20:30;Quinta-feira;Santos;Athletico-PR;;;;;Santos;vila belmiro;3;1;SP;PR;SP
2176;22;30/08/2007;20:30;Quinta-feira;Vasco;Nautico;;;;;Vasco;sao januario;4;1;RJ;PE;RJ
2177;23;01/09/2007;18:10;Sabado;Sao Paulo;Parana;;;;;Sao Paulo;morumbi;6;0;SP;PR;SP
2178;23;01/09/2007;18:10;Sabado;Flamengo;Sport;;;;;-;maracana;1;1;RJ;PE;-
2179;23;01/09/2007;18:10;Sabado;America-RN;Juventude;;;;;Juventude;machadao;0;3;RN;RS;RS
2180;23;02/09/2007;16:00;Domingo;Corinthians;Santos;;;;;Corinthians;pacaembu;2;0;SP;SP;SP
2181;23;02/09/2007;16:00;Domingo;Cruzeiro;Palmeiras;;;;;Cruzeiro;mineirao;5;0;MG;SP;MG
2182;23;02/09/2007;16:00;Domingo;Athletico-PR;Atletico-MG;;;;;Athletico-PR;kyocera arena;1;0;PR;MG;PR
2183;23;02/09/2007;16:00;Domingo;Gremio;Botafogo-RJ;;;;;Gremio;olimpico;3;0;RS;RJ;RS
2184;23;02/09/2007;18:10;Domingo;Goias;Figueirense;;;;;Goias;serra dourada;2;1;GO;SC;GO
2185;23;02/09/2007;18:10;Domingo;Fluminense;Vasco;;;;;-;maracana;1;1;RJ;RJ;-
2186;23;02/09/2007;18:10;Domingo;Nautico;Internacional;;;;;-;aflitos;1;1;PE;RS;-
2187;24;05/09/2007;19:30;Quarta-feira;Corinthians;America-RN;;;;;Corinthians;pacaembu;1;0;SP;RN;SP
2188;24;05/09/2007;19:30;Quarta-feira;Goias;Athletico-PR;;;;;Athletico-PR;serra dourada;2;3;GO;PR;PR
2189;24;05/09/2007;20:30;Quarta-feira;Flamengo;Figueirense;;;;;Flamengo;maracana;4;1;RJ;SC;RJ
2190;24;05/09/2007;20:30;Quarta-feira;Juventude;Cruzeiro;;;;;Juventude;alfredo jaconi;1;0;RS;MG;RS
2191;24;05/09/2007;21:45;Quarta-feira;Santos;Internacional;;;;;Santos;vila belmiro;2;1;SP;RS;SP
2192;24;05/09/2007;21:45;Quarta-feira;Atletico-MG;Sao Paulo;;;;;-;mineirao;0;0;MG;SP;-
2193;24;05/09/2007;21:45;Quarta-feira;Gremio;Vasco;;;;;Gremio;olimpico;3;1;RS;RJ;RS
2194;24;06/09/2007;20:30;Quinta-feira;Parana;Nautico;;;;;Nautico;durival de brito;2;4;PR;PE;PE
2195;24;06/09/2007;20:30;Quinta-feira;Botafogo-RJ;Palmeiras;;;;;-;maracana;1;1;RJ;SP;-
2196;24;06/09/2007;20:30;Quinta-feira;Sport;Fluminense;;;;;Fluminense;ilha do retiro;0;2;PE;RJ;RJ
2197;25;08/09/2007;16:00;Sabado;Figueirense;Atletico-MG;;;;;Figueirense;orlando scarpelli;2;1;SC;MG;SC
2198;25;08/09/2007;16:00;Sabado;Internacional;Flamengo;;;;;Internacional;beira rio;3;0;RS;RJ;RS
2199;25;08/09/2007;16:00;Sabado;Vasco;Sao Paulo;;;;;Sao Paulo;sao januario;0;2;RJ;SP;SP
2200;25;08/09/2007;18:10;Sabado;Cruzeiro;Gremio;;;;;Cruzeiro;mineirao;2;0;MG;RS;MG
2201;25;08/09/2007;18:10;Sabado;Santos;Juventude;;;;;Santos;vila belmiro;1;0;SP;RS;SP
2202;25;09/09/2007;19:00;Domingo;Parana;Corinthians;;;;;Parana;durival de brito;1;0;PR;SP;PR
2203;25;09/09/2007;19:00;Domingo;Fluminense;Athletico-PR;;;;;Fluminense;maracana;2;0;RJ;PR;RJ
2204;25;09/09/2007;19:00;Domingo;America-RN;Sport;;;;;-;machadao;1;1;RN;PE;-
2205;25;09/09/2007;19:00;Domingo;Palmeiras;Goias;;;;;Palmeiras;parque antartica;2;0;SP;GO;SP
2206;25;09/09/2007;00:00;Domingo;Nautico;Botafogo-RJ;;;;;Nautico;aflitos;4;1;PE;RJ;PE
2207;26;15/09/2007;18:10;Sabado;Goias;Nautico;;;;;Nautico;serra dourada;0;3;GO;PE;PE
2208;26;15/09/2007;18:10;Sabado;Fluminense;America-RN;;;;;Fluminense;maracana;2;0;RJ;RN;RJ
2209;26;15/09/2007;18:10;Sabado;Sao Paulo;Santos;;;;;Sao Paulo;morumbi;2;1;SP;SP;SP
2210;26;16/09/2007;16:00;Domingo;Corinthians;Botafogo-RJ;;;;;Botafogo-RJ;pacaembu;0;1;SP;RJ;RJ
2211;26;16/09/2007;16:00;Domingo;Athletico-PR;Palmeiras;;;;;Athletico-PR;kyocera arena;2;1;PR;SP;PR
2212;26;16/09/2007;16:00;Domingo;Sport;Parana;;;;;Sport;ilha do retiro;3;1;PE;PR;PE
2213;26;16/09/2007;16:00;Domingo;Atletico-MG;Cruzeiro;;;;;Cruzeiro;mineirao;3;4;MG;MG;MG
2214;26;16/09/2007;18:10;Domingo;Figueirense;Juventude;;;;;Figueirense;orlando scarpelli;4;1;SC;RS;SC
2215;26;16/09/2007;18:10;Domingo;Flamengo;Vasco;;;;;-;maracana;1;1;RJ;RJ;-
2216;26;16/09/2007;18:10;Domingo;Gremio;Internacional;;;;;Gremio;olimpico;1;0;RS;RS;RS
2217;27;22/09/2007;18:10;Sabado;Sao Paulo;Figueirense;;;;;Sao Paulo;morumbi;2;0;SP;SC;SP
2218;27;22/09/2007;18:10;Sabado;Gremio;Santos;;;;;Gremio;olimpico;1;0;RS;SP;RS
2219;27;22/09/2007;18:10;Sabado;Goias;America-RN;;;;;-;serra dourada;1;1;GO;RN;-
2220;27;23/09/2007;16:00;Domingo;Juventude;Flamengo;;;;;-;alfredo jaconi;2;2;RS;RJ;-
2221;27;23/09/2007;16:00;Domingo;Nautico;Sport;;;;;Nautico;aflitos;2;0;PE;PE;PE
2222;27;23/09/2007;16:00;Domingo;Palmeiras;Corinthians;;;;;Palmeiras;morumbi;1;0;SP;SP;SP
2223;27;23/09/2007;16:00;Domingo;Atletico-MG;Internacional;;;;;-;mineirao;2;2;MG;RS;-
2224;27;23/09/2007;18:10;Domingo;Athletico-PR;Parana;;;;;Athletico-PR;kyocera arena;2;1;PR;PR;PR
2225;27;23/09/2007;18:10;Domingo;Botafogo-RJ;Fluminense;;;;;Fluminense;maracana;0;2;RJ;RJ;RJ
2226;27;23/09/2007;18:10;Domingo;Vasco;Cruzeiro;;;;;Cruzeiro;sao januario;0;2;RJ;MG;MG
2227;28;29/09/2007;18:10;Sabado;Nautico;Athletico-PR;;;;;Nautico;aflitos;5;0;PE;PR;PE
2228;28;29/09/2007;18:10;Sabado;Corinthians;Sport;;;;;Sport;pacaembu;1;2;SP;PE;PE
2229;28;29/09/2007;18:10;Sabado;Flamengo;Atletico-MG;;;;;Flamengo;maracana;1;0;RJ;MG;RJ
2230;28;30/09/2007;16:00;Domingo;Santos;Vasco;;;;;Santos;vila belmiro;1;0;SP;RJ;SP
2231;28;30/09/2007;16:00;Domingo;Botafogo-RJ;Goias;;;;;Goias;maracana;0;3;RJ;GO;GO
2232;28;30/09/2007;16:00;Domingo;Internacional;Sao Paulo;;;;;Sao Paulo;beira rio;1;2;RS;SP;SP
2233;28;30/09/2007;16:00;Domingo;Juventude;Gremio;;;;;Gremio;alfredo jaconi;1;2;RS;RS;RS
2234;28;30/09/2007;18:10;Domingo;Cruzeiro;Figueirense;;;;;Figueirense;mineirao;1;2;MG;SC;SC
2235;28;30/09/2007;18:10;Domingo;America-RN;Palmeiras;;;;;-;machadao;0;0;RN;SP;-
2236;28;30/09/2007;18:10;Domingo;Parana;Fluminense;;;;;Parana;durival de brito;3;1;PR;RJ;PR
2057;29;07/07/2007;18:10;Sabado;Sao Paulo;Flamengo;;;;;-;morumbi;0;0;SP;RJ;-
2058;29;03/10/2007;19:30;Quarta-feira;Palmeiras;Nautico;;;;;Palmeiras;parque antartica;2;1;SP;PE;SP
2059;29;03/10/2007;19:30;Quarta-feira;Sport;Goias;;;;;Sport;ilha do retiro;4;0;PE;GO;PE
2060;29;03/10/2007;20:30;Quarta-feira;Gremio;Atletico-MG;;;;;-;olimpico;2;2;RS;MG;-
2061;29;03/10/2007;20:30;Quarta-feira;Vasco;Juventude;;;;;Juventude;sao januario;0;1;RJ;RS;RS
2062;29;03/10/2007;21:45;Quarta-feira;Athletico-PR;Botafogo-RJ;;;;;Athletico-PR;kyocera arena;2;0;PR;RJ;PR
2063;29;03/10/2007;21:45;Quarta-feira;Fluminense;Corinthians;;;;;-;maracana;1;1;RJ;SP;-
2064;29;03/10/2007;21:45;Quarta-feira;Cruzeiro;Santos;;;;;Santos;mineirao;0;1;MG;SP;SP
2065;29;04/10/2007;20:30;Quinta-feira;America-RN;Parana;;;;;America-RN;machadao;3;2;RN;PR;RN
2066;29;04/10/2007;20:30;Quinta-feira;Figueirense;Internacional;;;;;-;orlando scarpelli;0;0;SC;RS;-
2237;30;06/10/2007;18:10;Sabado;Palmeiras;Gremio;;;;;Palmeiras;parque antartica;2;0;SP;RS;SP
2238;30;06/10/2007;18:10;Sabado;Botafogo-RJ;Santos;;;;;Santos;engenhao;1;2;RJ;SP;SP
2239;30;06/10/2007;18:10;Sabado;Nautico;Juventude;;;;;Nautico;aflitos;4;1;PE;RS;PE
2240;30;07/10/2007;16:00;Domingo;Sao Paulo;Corinthians;;;;;Corinthians;morumbi;0;1;SP;SP;SP
2241;30;07/10/2007;16:00;Domingo;Athletico-PR;Vasco;;;;;Athletico-PR;kyocera arena;1;0;PR;RJ;PR
2242;30;07/10/2007;16:00;Domingo;Atletico-MG;Sport;;;;;Atletico-MG;mineirao;3;1;MG;PE;MG
2243;30;07/10/2007;16:00;Domingo;Internacional;America-RN;;;;;Internacional;beira rio;2;0;RS;RN;RS
2244;30;07/10/2007;18:10;Domingo;Goias;Cruzeiro;;;;;-;serra dourada;0;0;GO;MG;-
2245;30;07/10/2007;18:10;Domingo;Figueirense;Parana;;;;;Figueirense;orlando scarpelli;4;0;SC;PR;SC
2246;30;07/10/2007;18:10;Domingo;Flamengo;Fluminense;;;;;Fluminense;maracana;0;2;RJ;RJ;RJ
2247;31;12/10/2007;20:30;Sexta-feira;Sport;Figueirense;;;;;-;ilha do retiro;0;0;PE;SC;-
2248;31;12/10/2007;20:30;Sexta-feira;Cruzeiro;Nautico;;;;;-;mineirao;2;2;MG;PE;-
2249;31;12/10/2007;20:30;Sexta-feira;Juventude;Athletico-PR;;;;;-;alfredo jaconi;0;0;RS;PR;-
2250;31;13/10/2007;16:00;Sabado;Corinthians;Internacional;;;;;-;pacaembu;1;1;SP;RS;-
2251;31;13/10/2007;16:00;Sabado;Parana;Flamengo;;;;;Flamengo;durival de brito;0;1;PR;RJ;RJ
2252;31;13/10/2007;16:00;Sabado;Fluminense;Sao Paulo;;;;;-;maracana;1;1;RJ;SP;-
2253;31;13/10/2007;18:10;Sabado;America-RN;Atletico-MG;;;;;Atletico-MG;machadao;0;1;RN;MG;MG
2254;31;13/10/2007;18:10;Sabado;Santos;Palmeiras;;;;;-;vila belmiro;1;1;SP;SP;-
2255;31;13/10/2007;18:10;Sabado;Gremio;Goias;;;;;Gremio;olimpico;2;1;RS;GO;RS
2256;31;14/10/2007;16:00;Domingo;Vasco;Botafogo-RJ;;;;;Vasco;maracana;2;1;RJ;RJ;RJ
2257;32;20/10/2007;18:10;Sabado;Palmeiras;Parana;;;;;Palmeiras;parque antartica;3;0;SP;PR;SP
2258;32;20/10/2007;18:10;Sabado;Goias;Fluminense;;;;;Goias;serra dourada;5;3;GO;RJ;GO
2259;32;20/10/2007;18:10;Sabado;Botafogo-RJ;Sport;;;;;Botafogo-RJ;engenhao;3;1;RJ;PE;RJ
2260;32;21/10/2007;16:00;Domingo;Nautico;Corinthians;;;;;Nautico;aflitos;1;0;PE;SP;PE
2261;32;21/10/2007;16:00;Domingo;Atletico-MG;Vasco;;;;;Atletico-MG;mineirao;1;0;MG;RJ;MG
2262;32;21/10/2007;16:00;Domingo;Sao Paulo;Cruzeiro;;;;;Sao Paulo;morumbi;1;0;SP;MG;SP
2263;32;21/10/2007;17:00;Domingo;Athletico-PR;America-RN;;;;;Athletico-PR;kyocera arena;2;0;PR;RN;PR
2264;32;21/10/2007;18:10;Domingo;Figueirense;Santos;;;;;Figueirense;orlando scarpelli;1;0;SC;SP;SC
2265;32;21/10/2007;18:10;Domingo;Internacional;Juventude;;;;;Internacional;beira rio;3;0;RS;RS;RS
2266;32;21/10/2007;18:10;Domingo;Flamengo;Gremio;;;;;Flamengo;maracana;2;0;RJ;RS;RJ
2267;33;27/10/2007;18:10;Sabado;Fluminense;Atletico-MG;;;;;-;maracana;1;1;RJ;MG;-
2268;33;27/10/2007;18:10;Sabado;Cruzeiro;Athletico-PR;;;;;-;mineirao;1;1;MG;PR;-
2269;33;27/10/2007;18:10;Sabado;Santos;Goias;;;;;Santos;vila belmiro;3;0;SP;GO;SP
2270;33;28/10/2007;16:00;Domingo;Sport;Sao Paulo;;;;;Sao Paulo;ilha do retiro;1;2;PE;SP;SP
2271;33;28/10/2007;16:00;Domingo;America-RN;Flamengo;;;;;Flamengo;machadao;0;1;RN;RJ;RJ
2272;33;28/10/2007;16:00;Domingo;Gremio;Nautico;;;;;Gremio;olimpico;4;3;RS;PE;RS
2273;33;28/10/2007;17:00;Domingo;Corinthians;Figueirense;;;;;Corinthians;pacaembu;2;1;SP;SC;SP
2274;33;28/10/2007;18:10;Domingo;Parana;Internacional;;;;;Parana;durival de brito;1;0;PR;RS;PR
2275;33;28/10/2007;18:10;Domingo;Juventude;Botafogo-RJ;;;;;-;alfredo jaconi;1;1;RS;RJ;-
2276;33;28/10/2007;18:10;Domingo;Vasco;Palmeiras;;;;;-;sao januario;2;2;RJ;SP;-
2277;34;31/10/2007;19:30;Quarta-feira;Athletico-PR;Gremio;;;;;Athletico-PR;kyocera arena;2;0;PR;RS;PR
2278;34;31/10/2007;19:30;Quarta-feira;Figueirense;Fluminense;;;;;Fluminense;orlando scarpelli;0;2;SC;RJ;RJ
2279;34;31/10/2007;20:30;Quarta-feira;Atletico-MG;Parana;;;;;-;mineirao;0;0;MG;PR;-
2280;34;31/10/2007;21:45;Quarta-feira;Goias;Vasco;;;;;Vasco;serra dourada;2;3;GO;RJ;RJ
2281;34;31/10/2007;21:45;Quarta-feira;Nautico;Santos;;;;;Santos;aflitos;1;2;PE;SP;SP
2282;34;31/10/2007;21:45;Quarta-feira;Flamengo;Corinthians;;;;;Flamengo;maracana;2;1;RJ;SP;RJ
2283;34;31/10/2007;21:45;Quarta-feira;Sao Paulo;America-RN;;;;;Sao Paulo;morumbi;3;0;SP;RN;SP
2284;34;01/11/2007;20:30;Quinta-feira;Botafogo-RJ;Cruzeiro;;;;;Botafogo-RJ;engenhao;4;1;RJ;MG;RJ
2285;34;01/11/2007;20:30;Quinta-feira;Palmeiras;Juventude;;;;;Juventude;parque antartica;0;1;SP;RS;RS
2286;34;01/11/2007;20:30;Quinta-feira;Internacional;Sport;;;;;-;beira rio;0;0;RS;PE;-
2287;35;03/11/2007;18:10;Sabado;Parana;Goias;;;;;Parana;durival de brito;1;0;PR;GO;PR
2288;35;03/11/2007;18:10;Sabado;Fluminense;Nautico;;;;;Fluminense;maracana;2;1;RJ;PE;RJ
2289;35;03/11/2007;18:10;Sabado;Gremio;Figueirense;;;;;Figueirense;olimpico;1;2;RS;SC;SC
2290;35;04/11/2007;16:00;Domingo;Santos;Atletico-MG;;;;;-;vila belmiro;2;2;SP;MG;-
2291;35;04/11/2007;16:00;Domingo;Cruzeiro;Flamengo;;;;;Cruzeiro;mineirao;3;1;MG;RJ;MG
2292;35;04/11/2007;17:00;Domingo;Corinthians;Athletico-PR;;;;;-;pacaembu;2;2;SP;PR;-
2293;35;04/11/2007;18:10;Domingo;America-RN;Botafogo-RJ;;;;;-;machadao;1;1;RN;RJ;-
2294;35;04/11/2007;18:10;Domingo;Sport;Palmeiras;;;;;Sport;ilha do retiro;3;1;PE;SP;PE
2295;35;04/11/2007;18:10;Domingo;Vasco;Internacional;;;;;Internacional;sao januario;1;2;RJ;RS;RS
2296;35;07/11/2007;21:45;Quarta-feira;Juventude;Sao Paulo;;;;;Juventude;alfredo jaconi;2;0;RS;SP;RS
2297;36;10/11/2007;18:10;Sabado;Botafogo-RJ;Parana;;;;;Botafogo-RJ;maracana;3;2;RJ;PR;RJ
2298;36;10/11/2007;18:10;Sabado;Nautico;America-RN;;;;;Nautico;aflitos;4;0;PE;RN;PE
2299;36;10/11/2007;18:10;Sabado;Internacional;Cruzeiro;;;;;Internacional;beira rio;1;0;RS;MG;RS
2300;36;11/11/2007;16:00;Domingo;Goias;Corinthians;;;;;-;serra dourada;1;1;GO;SP;-
2301;36;11/11/2007;16:00;Domingo;Figueirense;Vasco;;;;;-;orlando scarpelli;3;3;SC;RJ;-
2302;36;11/11/2007;17:00;Domingo;Athletico-PR;Sport;;;;;-;kyocera arena;0;0;PR;PE;-
2303;36;11/11/2007;18:10;Domingo;Atletico-MG;Juventude;;;;;Atletico-MG;mineirao;4;1;MG;RS;MG
2304;36;11/11/2007;18:10;Domingo;Sao Paulo;Gremio;;;;;Sao Paulo;morumbi;1;0;SP;RS;SP
2305;36;11/11/2007;18:10;Domingo;Flamengo;Santos;;;;;Flamengo;maracana;1;0;RJ;SP;RJ
2306;36;14/11/2007;21:45;Quarta-feira;Palmeiras;Fluminense;;;;;Palmeiras;parque antartica;1;0;SP;RJ;SP
2307;37;24/11/2007;18:10;Sabado;America-RN;Gremio;;;;;Gremio;machadao;0;3;RN;RS;RS
2308;37;24/11/2007;18:10;Sabado;Fluminense;Juventude;;;;;Fluminense;maracana;3;2;RJ;RS;RJ
2309;37;25/11/2007;16:00;Domingo;Sao Paulo;Botafogo-RJ;;;;;-;morumbi;2;2;SP;RJ;-
2310;37;25/11/2007;16:00;Domingo;Internacional;Palmeiras;;;;;Internacional;beira rio;2;1;RS;SP;RS
2311;37;25/11/2007;18:10;Domingo;Parana;Santos;;;;;Santos;durival de brito;2;3;PR;SP;SP
2312;37;25/11/2007;18:10;Domingo;Sport;Cruzeiro;;;;;Sport;ilha do retiro;1;0;PE;MG;PE
2313;37;25/11/2007;18:10;Domingo;Flamengo;Athletico-PR;;;;;Flamengo;maracana;2;0;RJ;PR;RJ
2314;37;28/11/2007;21:45;Quarta-feira;Atletico-MG;Goias;;;;;Atletico-MG;mineirao;4;1;MG;GO;MG
2315;37;28/11/2007;21:45;Quarta-feira;Figueirense;Nautico;;;;;Figueirense;orlando scarpelli;2;0;SC;PE;SC
2316;37;28/11/2007;21:45;Quarta-feira;Corinthians;Vasco;;;;;Vasco;pacaembu;0;1;SP;RJ;RJ
2317;38;02/12/2007;16:00;Domingo;Athletico-PR;Sao Paulo;;;;;Athletico-PR;kyocera arena;2;1;PR;SP;PR
2318;38;02/12/2007;16:00;Domingo;Santos;Fluminense;;;;;Fluminense;vila belmiro;2;4;SP;RJ;RJ
2319;38;02/12/2007;16:00;Domingo;Nautico;Flamengo;;;;;Nautico;aflitos;1;0;PE;RJ;PE
2320;38;02/12/2007;16:00;Domingo;Palmeiras;Atletico-MG;;;;;Atletico-MG;parque antartica;1;3;SP;MG;MG
2321;38;02/12/2007;16:00;Domingo;Cruzeiro;America-RN;;;;;Cruzeiro;mineirao;2;0;MG;RN;MG
2322;38;02/12/2007;16:00;Domingo;Gremio;Corinthians;;;;;-;olimpico;1;1;RS;SP;-
2323;38;02/12/2007;16:00;Domingo;Goias;Internacional;;;;;Goias;serra dourada;2;1;GO;RS;GO
2324;38;02/12/2007;16:00;Domingo;Vasco;Parana;;;;;Vasco;sao januario;3;0;RJ;PR;RJ
2325;38;02/12/2007;16:00;Domingo;Botafogo-RJ;Figueirense;;;;;-;engenhao;1;1;RJ;SC;-
2326;38;02/12/2007;16:00;Domingo;Juventude;Sport;;;;;Juventude;alfredo jaconi;2;1;RS;PE;RS
2327;1;10/05/2008;18:10;Sabado;Nautico;Goias;;;;;Nautico;aflitos;2;1;PE;GO;PE
2328;1;10/05/2008;18:10;Sabado;Sao Paulo;Gremio;;;;;Gremio;morumbi;0;1;SP;RS;RS
2329;1;10/05/2008;18:10;Sabado;Vitoria;Cruzeiro;;;;;Cruzeiro;barradao;0;2;BA;MG;MG
2330;1;11/05/2008;16:00;Domingo;Coritiba;Palmeiras;;;;;Coritiba;couto pereira;2;0;PR;SP;PR
2331;1;11/05/2008;16:00;Domingo;Internacional;Vasco;;;;;Internacional;beira rio;1;0;RS;RJ;RS
2332;1;11/05/2008;16:00;Domingo;Botafogo-RJ;Sport;;;;;Botafogo-RJ;engenhao;2;0;RJ;PE;RJ
2333;1;11/05/2008;16:00;Domingo;Ipatinga;Athletico-PR;;;;;Athletico-PR;ipatingao;0;1;MG;PR;PR
2334;1;11/05/2008;18:10;Domingo;Portuguesa;Figueirense;;;;;-;caninde;5;5;SP;SC;-
2335;1;11/05/2008;18:10;Domingo;Atletico-MG;Fluminense;;;;;-;mineirao;0;0;MG;RJ;-
2336;1;11/05/2008;18:10;Domingo;Flamengo;Santos;;;;;Flamengo;maracana;3;1;RJ;SP;RJ
2337;2;17/05/2008;18:10;Sabado;Cruzeiro;Botafogo-RJ;;;;;Cruzeiro;mineirao;1;0;MG;RJ;MG
2338;2;17/05/2008;18:10;Sabado;Sport;Vitoria;;;;;-;ilha do retiro;0;0;PE;BA;-
2339;2;17/05/2008;18:10;Sabado;Vasco;Portuguesa;;;;;Vasco;sao januario;3;1;RJ;SP;RJ
2340;2;18/05/2008;16:00;Domingo;Gremio;Flamengo;;;;;-;olimpico;0;0;RS;RJ;-
2341;2;18/05/2008;16:00;Domingo;Athletico-PR;Sao Paulo;;;;;-;kyocera arena;1;1;PR;SP;-
2342;2;18/05/2008;16:00;Domingo;Fluminense;Nautico;;;;;Nautico;maracana;0;2;RJ;PE;PE
2343;2;18/05/2008;16:00;Domingo;Goias;Atletico-MG;;;;;-;serra dourada;1;1;GO;MG;-
2344;2;18/05/2008;18:10;Domingo;Figueirense;Coritiba;;;;;Figueirense;orlando scarpelli;2;1;SC;PR;SC
2345;2;18/05/2008;18:10;Domingo;Palmeiras;Internacional;;;;;Palmeiras;palestra italia;2;1;SP;RS;SP
2346;2;18/05/2008;18:10;Domingo;Santos;Ipatinga;;;;;Santos;vila belmiro;4;0;SP;MG;SP
2347;3;24/05/2008;18:10;Sabado;Gremio;Nautico;;;;;Gremio;olimpico;2;0;RS;PE;RS
2348;3;24/05/2008;18:10;Sabado;Flamengo;Internacional;;;;;Flamengo;maracana;2;1;RJ;RS;RJ
2349;3;24/05/2008;18:10;Sabado;Vitoria;Figueirense;;;;;Vitoria;barradao;4;0;BA;SC;BA
2350;3;25/05/2008;16:00;Domingo;Cruzeiro;Santos;;;;;Cruzeiro;mineirao;4;0;MG;SP;MG
2351;3;25/05/2008;16:00;Domingo;Sao Paulo;Coritiba;;;;;-;morumbi;1;1;SP;PR;-
2352;3;25/05/2008;16:00;Domingo;Sport;Fluminense;;;;;Sport;ilha do retiro;2;1;PE;RJ;PE
2353;3;25/05/2008;16:00;Domingo;Goias;Ipatinga;;;;;-;serra dourada;1;1;GO;MG;-
2354;3;25/05/2008;18:10;Domingo;Athletico-PR;Atletico-MG;;;;;-;kyocera arena;1;1;PR;MG;-
2355;3;25/05/2008;18:10;Domingo;Portuguesa;Palmeiras;;;;;-;pacaembu;1;1;SP;SP;-
2356;3;25/05/2008;18:10;Domingo;Botafogo-RJ;Vasco;;;;;-;engenhao;1;1;RJ;RJ;-
2357;4;31/05/2008;18:10;Sabado;Vasco;Gremio;;;;;Vasco;sao januario;2;1;RJ;RS;RJ
2358;4;31/05/2008;18:10;Sabado;Internacional;Sport;;;;;-;beira rio;1;1;RS;PE;-
2359;4;31/05/2008;18:10;Sabado;Figueirense;Goias;;;;;-;orlando scarpelli;0;0;SC;GO;-
2360;4;01/06/2008;16:00;Domingo;Santos;Sao Paulo;;;;;-;vila belmiro;0;0;SP;SP;-
2361;4;01/06/2008;16:00;Domingo;Coritiba;Cruzeiro;;;;;-;couto pereira;1;1;PR;MG;-
2362;4;01/06/2008;16:00;Domingo;Nautico;Botafogo-RJ;;;;;Nautico;aflitos;3;0;PE;RJ;PE
2363;4;01/06/2008;16:00;Domingo;Ipatinga;Vitoria;;;;;Ipatinga;ipatingao;2;0;MG;BA;MG
2364;4;01/06/2008;18:10;Domingo;Palmeiras;Athletico-PR;;;;;Palmeiras;palestra italia;1;0;SP;PR;SP
2365;4;01/06/2008;18:10;Domingo;Atletico-MG;Portuguesa;;;;;Atletico-MG;mineirao;2;0;MG;SP;MG
2366;4;01/06/2008;18:10;Domingo;Fluminense;Flamengo;;;;;Flamengo;maracana;0;1;RJ;RJ;RJ
2367;5;07/06/2008;18:10;Sabado;Sao Paulo;Atletico-MG;;;;;Sao Paulo;morumbi;5;1;SP;MG;SP
2368;5;07/06/2008;18:10;Sabado;Flamengo;Figueirense;;;;;Flamengo;maracana;5;0;RJ;SC;RJ
2369;5;07/06/2008;18:10;Sabado;Ipatinga;Nautico;;;;;-;ipatingao;0;0;MG;PE;-
2370;5;08/06/2008;16:00;Domingo;Portuguesa;Internacional;;;;;Portuguesa;caninde;3;1;SP;RS;SP
2371;5;08/06/2008;16:00;Domingo;Gremio;Fluminense;;;;;Gremio;olimpico;2;1;RS;RJ;RS
2372;5;08/06/2008;16:00;Domingo;Sport;Palmeiras;;;;;Sport;ilha do retiro;2;0;PE;SP;PE
2373;5;08/06/2008;16:00;Domingo;Athletico-PR;Goias;;;;;Athletico-PR;kyocera arena;5;0;PR;GO;PR
2374;5;08/06/2008;18:10;Domingo;Botafogo-RJ;Coritiba;;;;;Botafogo-RJ;engenhao;2;1;RJ;PR;RJ
2375;5;08/06/2008;18:10;Domingo;Cruzeiro;Vasco;;;;;Cruzeiro;mineirao;1;0;MG;RJ;MG
2376;5;08/06/2008;18:10;Domingo;Vitoria;Santos;;;;;Vitoria;barradao;1;0;BA;SP;BA
2377;6;12/06/2008;20:30;Quinta-feira;Fluminense;Santos;;;;;-;maracana;1;1;RJ;SP;-
2378;6;12/06/2008;20:30;Quinta-feira;Palmeiras;Cruzeiro;;;;;Palmeiras;palestra italia;5;2;SP;MG;SP
2379;6;12/06/2008;20:30;Quinta-feira;Atletico-MG;Ipatinga;;;;;Atletico-MG;mineirao;4;2;MG;MG;MG
